category,job_title,job_description,job_skill_set,group_labels
2,inside sales,"  cavco, inc. is a veteran owned distributor of industrial pipe, valves, and fittings with customers all throughout the southeastern united states. we are currently in search for an inside sales representative who shares in our passion to providing excellence in customer service.  the ideal candidate for this position is a competitive self-starter that thrives in a fast-paced environment. they approach work with curiosity and a critical thinking mindset to identify opportunities and risks. they are comfortable making dozens of calls per day, are proficient at responding to customer inquiries promptly, they are adept at generating interest, proficient at sourcing the appropriate material at the most economic cost, qualifying new prospects, and closing sales. 
benefitshealth, dental, and vision insurance.k and k matching, after qualifying period.paid time off 
responsibilitiessource new sales opportunities through inbound lead follow-up and outbound cold calls and emails.maintain and expand database of prospects within assigned territory.answer customers questions about our products, prices, availability, and product uses.ability to make product recommendations, and providing information to solve customer problems.prospect call preparation including company background research and other pertinent lead information.responsible for building, developing, and retaining customers necessary to drive a high-performance sales team.establish and manage customer requirements, including quote follow-ups and pro-expedite purchase ordersidentify customers buying trends and provide reports to management.enter, update, and maintain information on leads, prospects, and opportunities.examine ways to offer practical, creative alternatives that increase cavcos chances of successfully closing orders at higher margins.occasionally provide assistance in deliveries to clients.
qualificationsat least  -  years of sales experience preferred but not requiredexcellent written and verbal communic...","sales experience, customer service, communication, critical thinking, time management, teamwork, microsoft office , data entry, lead generation, cold calling, product knowledge, reporting, self-starter, curiosity, problem solving, sense of urgency",1
2,sales associate sunglass hut,"requisition id  

store   sunglass hut

positioncasual part-time

total rewards benefitsincentive information 

sunglass hut is a global leader in the sale of premium sunglasses with over  retail stores across north america. by joining our team youll grow with the brightest in retail

we offer competitive benefits, valuable training, and unlimited growth opportunities.

we believe in the freedom of self-expression, inclusivity and authenticity, which is why we bring exclusive styles of high-quality fashion and performance sunglasses to all.

general function 

our sales associates are vital to the success of sunglass hut. you will bring an authentic, fun and energic experience to all customers while helping them find premium quality eyewear.

major duties and responsibilities

consistently deliver sales plan and company objectives through cultivating new and existing customer relationships building brand loyalty.confidently provides an exceptional customer experience through making a connection, attention to detail and offering a personalized and unique shopping experience resulting in customer satisfaction.actively participates and contributes to a positive store environment, fostering strong, professional relationships with peers and management.takes pride in the appearance of store and shows initiative to keep displays and inventory clean, attractive and organized. secures all company assets under ones control.helps foster an inclusive culture by treating customers and colleagues with respect.

basic qualifications

high school diploma or gedembrace new technology and change with high level of accuracyself-accountability for sales results through use of selling skills and a drive to meet goals..strong communication skills both oral and writtenself-motivator with a demonstrated ability to multi-task ability to respond flexibly in a quickly changing environment

sunglass hut is a part of luxottica, n.a. luxottica is a leader in the design, manufacture and distribut...","sales, customer service, technology proficiency, communication, teamwork, attention to detail, relationship building, inventory management, visual merchandising, self-motivation, adaptability",1
2,route sales professional,"req

employment type regular

location cedar rapids,ia

have you ever enjoyed arnold, brownberry or oroweat bread a thomas english muffin or bagel or perhaps snacked on a sara lee, entenmanns or marinela cake or donut if the answer is yes, then you know bimbo bakeries usa

more than , associates in bakeries, sales centers, offices and on sales routes work to ensure our consumers have the freshest products at every meal. in addition to competitive pay and benefits, we provide a safe and inclusive work environment that appreciates diversity, promotes development and allows our associates to be their authentic selves.

description

route sales professional

come join the largest baking company in the world and our family of , associates nationwide

top reasons to work at bimbo bakeries usa

 base plus commission, average annual salary  , - , full benefits offered medical, dental, vision, retirement plan 

what you will be doing

merchandising, stocking, and proper ongoing rotation of product on store shelves and displays, ensuring best quality and freshness of products. drive sales through the acquisition of new display space, incremental displays and through using sales data to establish other store-level plans. follow up on new account opportunities and build effective customer relationships while ensuring promotions are executed. introduce new products and services to maximize sales and shelf space within existing accounts and when soliciting new customers. conduct daily route settlement procedures to account for all products, invoices, and cash while maintaining proper inventory counts. drive company route truck safely. complete dot us department of transportation daily log and submit other documentation, paperwork, and deposits on time. 

position requirements

position requirements

must be at least  years of age or older. must have a valid drivers license with a safe driving record. must be able to acquire and maintain a dot medical card. must be able to climb, ...","stocking, sales data analysis, customer relationship management, inventory management, physical stamina, communication, teamwork, problem solving, adaptability, customer service, time management, merchandising, valid drivers license, dot medical card, route settlement procedures, safety driving",1
2,aftermarket sales rep,"company haf equipment
about haf equipment haf equipment is a distinguished usa-based company that designs and manufactures material handling equipment and systems, with a strong focus on partner success and excellence across various verticals and applications. from serving the diverse needs of the food industry to pharmaceuticals, plastics, and more, we are committed to delivering innovative solutions that empower our clients to thrive in their respective industries.
job responsibilities as an aftermarket sales representative asr at haf equipment, you will play a pivotal role in driving our business to new heights. your key responsibilities include
territory management thoroughly map out and segment your assigned territory on a county-by-county basis.
customer visits target a minimum of  visits per week to potential customers within your designated counties.
sales activities engage in business-to-business sales, promoting haf services, audits, spare parts, and h-series equipment.
account development cultivate existing accounts while actively seeking new business opportunities.
relationship building establish strong business relationships through cold calls, presentations, and diligently following up on leads.
sales strategies develop effective sales strategies, proposals, and forecasts to achieve your sales targets.
product demonstrations conduct product demonstrations and sales presentations to showcase the value of our solutions.
quotation preparation prepare accurate and compelling quotations for customers.
customer connectivity maintain continuous communication with customers to understand their needs and offer tailored solutions.
territory management plan create and implement a territory management plan to optimize customer engagement and enhance customer retention through satisfaction monitoring.
salesforce utilization maintain precise records of sales calls, customer information, and sales activity using salesforce.
reporting discuss sales activities and prog...","communication, interpersonal skills, organizational skills, problem solving, time management, customer engagement, follow-up skills, salesforce, sales strategies, product demonstrations, quotations preparation, territory management, business-to-business sales, customer relationship management, computer skills",1
2,counter sales,"job descriptioncounter salesunited refrigeration, inc.
national hvacr wholesale distributor is looking for a full-time counter salesperson to help support our continued growth and expansion. we offer competitive salaries, full benefits, matching k, profit sharing, and continuing education reimbursement.

essential job functionsbasic knowledge of heating, air conditioning, and refrigeration - preferredgreet customers and answer phones promptly and courteouslyprovide professional and knowledgeable assistance to customers through identifying and fulfilling their product requests and answering technical questionsprovide accurate and timely execution of customers orders, requests, and other servicesuse computer system to research products, conduct invoicing, credits, returns, reclaim, and product procurementreplenishment.load and unload company, customer and outside carrier vehicles using proper equipmentbreak down and put away stockregular and punctual attendanceovertime and weekend work may be requiredbe willing to work, learn, and have fun
","customer service, computer skills, communication, teamwork, problem solving, adaptability, time management, attention to detail, hvac knowledge, invoicing, product procurement, stock management",1
2,sales development representative - us,"wrike is the most powerful work management platform. built for teams and organizations looking to collaborate, create, and exceed every day, wrike brings everyone and all work into a single place to remove complexity, increase productivity, and free people up to focus on their most purposeful work.

our vision a world where everyone is free to focus on their most purposeful work, together.

ready to become a wriker

our mission is to help people do the best work of their lives. as the wrike sales development rep, you would be the first point of contact for our potential customers. you will establish the relationship and identify their needs to determine the opportunities that meet the qualification criteria for a sale.

more about your team

the skys the limit for professional growth and it depends on building the team with only the best candidates from top to bottom. you will fit perfectly into our ams sdr team working along with a team of highly motivated colleagues. we consider our sdrs to be our account execs in waiting. we love to hire our sales team from within if you think youve got what it takes for fast-paced growth, flexibility to adapt to changes, and the smarts to be the best, then we want you.

how youll make an impact


 by supporting marketing efforts by following up on inbound leads and inquiries.  by understanding our buyer personas and the needspains of your market.  by conducting research on the prospect and their organization and leveraging thoughtful personalization in your outreach across email, phone, and linkedin.  by persuading prospects to have a call or take a meeting with a wrike account executive.  by qualifying prospects to help improve conversion rates from discovery call to opportunity.  by routing qualified opportunities to the appropriate account executives for further development and closure.  by using tools such as linkedin sales navigator, groove, and salesforce.  by working closely with other sdrs, senior sales executives, and m...","crm systems, communication, time management, teamwork, problem solving, work ethic, eagerness to learn, sales development, salesforce, linkedin sales navigator, email outreach, research skills, opportunity management, listening skills, adaptability",1
2,sales representative,"company overview

sleep number team members are part of a passionate, purpose-driven culture that supports improving the health and wellbeing of society through higher quality sleep. we are not just focused on our customers, however being employed by sleep number means your personal wellbeing is important, too. as we continue to grow, we are looking for team members who will bring their unique personalities, backgrounds, and skills to work. whether you are entering, returning, or experienced in the workforce, we have a place for you.

in our + years in the industry we have improved over  million lives, and we are just getting started. with ,+ team members nationwide supporting work disciplines from technology to manufacturing, retail stores to field services technicians, corporate teams to customer service, we are a sleep innovation leader because of our team members. now is a great time to join us as we invest further in our people and sleep innovation. teamsleepnumber

overview

this is an exciting opportunity to grow your retail sales career and experience unlimited earning potential in an innovative, team-oriented environment. our proprietary products, exclusive distribution, best-in-class sales training and relationship-based sales process enable you to build lifelong relationships and a rewarding, long-term career. our retail sales professionals convey a passion for our products and their customers, have an entrepreneurial spirit, and represent the sleep number brand with the highest integrity.

responsibilities

provide a world-class customer experience. utilize a proven sales process to discover each customers unique sleep needs and lead them through a selection of sleep number products that will deliver the best sleep of their life. build relationships with customers. proactively and effectively communicate product features and benefits, as well as promotional information. provide timely, relevant follow-up.demonstrate a tenacious drive for results. be acco...","sales, customer service, technology usage, pos systems, product knowledge, communication, interpersonal skills, relationship building, adaptability, teamwork, presentation skills, integrity, motivation, sales presentations",1
2,"sales director, overland park, kc","company

cogent communications is a global, tier  facilities-based isp, consistently ranked as one of the top five networks in the world and is publicly traded on the nasdaq stock market under the ticker symbol ccoi. cogent specializes in providing businesses with high speed internet access and ethernet transport services. cogents facilities-based, all-optical ip network backbone provides ip services in over  markets globally. since its inception, cogent has unleashed the benefits of ip technology, building one of the largest and highest capacity ip networks in the world. this network enables cogent to offer large bandwidth connections at highly competitive prices. cogent also offers superior customer support by virtue of its end-to-end control of service delivery and network monitoring. a full benefits package takes effect within  days of employment. matching k and stock options are also included.

responsibilities

this position is responsible for leading a sales team of sales managers along with their reps.the sales director will develop and execute a sales strategy to meet the assigned new revenue quota.direct customer contact will comprise a major portion of this assignment.the individual will be responsible for leading, coaching, and training the managers and sales reps in the sale of cogent products.

qualifications

were looking for candidates that welcome a challenge, are motivated, driven and exhibit great work-ethic.its not about the number of years of experience you have its about what you accomplished in those years of experience.candidates must have a proven track record of success selling telecomtechnology products.candidate must have experience finding new business.candidate must have strong team leadership and management experience and must have experience managing sales managers.a college degree is preferred.proficiency with pc based applications such as word, excel and crm systems a plus.some travel will be required.

what we have to offer

cogent...","sales strategy, team leadership, microsoft word, business development, motivation, work ethic, communication, problem solving, telecom products, crm systems, microsoft excel, coaching, training",1
2,sales associate,"our story

madewell is a community-driven clothing destination that champions creativity, inclusivity, and self-expression. with denim at the brands core, madewell also offers all the tenets of a great wardrobe, from easy tees and timeless outerwear to classic footwear and last-forever bags. beyond impeccably designed products, madewell also distinguishes itself through a number of meaningful sustainability initiatives, a best-in-class customer loyalty program, and community-driven initiatives including hometown heroes and labels we love. for more information, visit madewell.com and follow us madewell.

job summary

as a sales associate, you act as a brand ambassador bringing your own personal style, passion for the product and welcoming energy to the sales floor each day. youll create genuine connections, helping customers to find their own unique look. youll collaborate with your team members and managers to drive the business, jump in on tasks that help create a seamless customer experience, and bring a collaborative, kind, and inclusive energy to the sales floor.

job responsibilities

drive sales by exceeding selling and service expectations. complete training, use product knowledge tools, participate in fit sessions and put those experiences to use. assist in store tasksour customers should always see us at our best. share feedback, insights and ideas with the management team. act in a manner that aligns with our values. 

about you youll be great in the role if you 

make the best first impressionsmile, welcome and connect with customers authentically. love the brand and have a great fashion aesthetic. do what it takes to create seamless, amazing experiences customers cant stop talking about. bring your best to everything you do and achieve your goals. are flexible, and ready to have fun along the way. leverage technology, while also knowing that devices dont dominate the dialogue. build productive relationships with everyone on the team and always respect ea...","product knowledge, sales techniques, customer service, technology usage, merchandising, communication, teamwork, flexibility, creativity, relationship building, problem solving, customer engagement",1
2,sales executive ,"the company is the leading synoptic reporting and data analytics company in healthcare. physicians use our products every day to document pathology diagnoses and surgical procedures and build clinical reports. we are shaking up the traditional documentation process and rewarding physicians with intelligent reminders, calculations, and unprecedented ease of use - helping them provide better care and maximize reimbursement. our solutions aggregate results to produce measurable quality metrics and deliver data to systems that put it to use.
babs degree or equivalent work experiencewillingness to spend time building relationships via phone  hoursdaysalesforcecrm experiencehealthcare technology sales experience a pluscapacity to develop deep familiarity with complex subject matter in healthcare.experience in healthcare or similarly challenging field
what we offercompetitive salary with commission on generated revenue, talk time, call volumeopportunities for professional development and career growtha dynamic and supportive work environmenthealth, dental, and vision insuranceretirement savings plangenerous vacation and leave policy
if you have them, wed love to see in advancewriting samples blog, docs, term papers, new yorker cartoon captions, whatever you havelinks to sites, apps, books, or other projects you have helped createanalytical projects, such as statistics, data analytics, experiments, etc.
creative applications are welcomed.","relationship building, salesforce, crm, healthcare technology sales, data analytics, statistics, analytical projects, communication, problem solving, adaptability, creativity",1
2,salesperson,"the terra forza golf team is growing territory is to be determined. 
position summary
responsible for the sale of terra forza golf products and services in the teriitory by interacting with established customers and developing new prospects. maintains personal one-on-one contact and assures customer awareness by providing expertise, knowledge, new product information and such consistent with company objectives and quality standards.
essential functions and key responsibilities
successfully sell and promote the companys products and services while maximizing the territorys potential.achieves both short and long-term objectives for increased sales volume and territory growth.educate and inform customers and golf public about company products to assure growth, productservice development, quality control and profitability.responsible for securing and renewing orders  merchandising our products  account base within assigned territory to ensure best possible sell through.maintain open communications between company and customers. establish professional customervendor relationship with appropriate customer personnel.acts within scope of corporate objectives and policies to accomplish assigned goals.call on and provide service to strategic account doors within defined territory i.e. merchandising, productfitting training, relationship building, visit reports, etc.engage and support experiential fitting events and appointments with local on and off course retailers green grass, strategic, and key accounts.performs other related duties and assignments as required
knowledge and skills requirements
strong level of written and verbal communication skills. use of professional language and good judgment when interacting with customers regarding comparison of various product brands.high level of organization  time management skills.strong technical skills golf equipment, computers, etc..ability to effectively present information and ideas to varying levels in the organization and t...","sales, customer relationship management, time management, technical skills, presentation skills, merchandising, computer skills, communication, organization, professionalism, judgment, relationship building, golf equipment knowledge, order securing and renewing, golf-related outside sales experience, club fitting, passion for golf",1
2,art gallery sales  marketing associate,"company descriptionmorton contemporary art gallery is one of philadelphias leading galleries in the heart of philadelphia. our diverse contemporary art collection ranges from original works on canvas to sculpture, mixed-media, and photography. we specialize in representing and promoting innovative emerging and established artists from around the world.
role descriptionthis is a full-time on-site role as an art gallery sales  marketing associate, supporting the owner and director of the gallery. as an art gallery sales  marketing associate, you will be responsible for selling art successfully on the gallery floor, recruiting new clients through marketing, managing events and sponsorships, managing social media accounts and website, handling shipping and operations, and maintaining the gallerys clean and organized appearance.
days friday, saturday, sunday and monday am to pm pay hourly plus a great commission. 
qualificationsprior experience in sales idealy art and luxurystrong communication and interpersonal skillsknowledge and passion for contemporary artfamiliarity with art selling techniquesability to work flexible hours, including weekends and eveningsproficiency mailchimp, canva, adobe creativeexperience with social media platforms -- linkedin, instagram, fb, youtubeability to multitask and prioritize tasksdetail-oriented and extremely organizeda very competent writer with experience writing about art and designsophisticated, charismatic, and extremely savvy with people and sales","sales, marketing, event management, communication, interpersonal skills, organization, multitasking, detail-oriented, charisma, flexibility, social media management, mailchimp, canva, adobe creative suite, art selling techniques, website management, shipping and operations, writing, passion for contemporary art",1
2,regional sales director,"the obe region sales director supporting the northeast region leads key sales functions to ensure that the customer support, plant leadership, sales and account management, and sales support teams all work together effectively to drive sales force productivity. the oversight for this position spans across multiple manufacturing plants, products, and organizations to ensure obe is leveraging all assets to win and achieve market leadership. this leadership role is highly collaborative with a focus on fostering efficient coordination. they direct planning activities with other business functions and stakeholders across the region manufacturing plants and sales organizations. the region sales director also takes initiative in building peer support and strong internal business relationships with key leadership to enhance sales efforts.the region sales director reports directly to the assigned obe regional ag president, obe ags regional president, or an assigned regional vp. all outside sales teams will direct report to this role. the local plant sales managers, inside sales managers, estimating managers will report to the plant general manager or operations manager, with a dotted line to this role.  key responsibilities understand, emulate, and drive the obe vision, strategy and commercial excellence framework within daily and strategic business activitiescreate strong relationships with key stakeholders at both senior and mid-management levels across multiple plants and organizationswork closely with colleagues on cross-region and business opportunitiesunderstand the competitive landscape and market trendsunderstand and effectively communicate the companys value proposition of the obe entitiesestablish sales objectives by forecasting and developing annual sales quotas for regionmaintain sales volume, product mix and selling price by keeping current with supply and demand, changing trends, economic indicators, and competitorsmaintain sales staff by recruiting, selecting,...","communication skills, interpersonal skills, organizational skills, relationship building, adaptability, sales management, analytical skills, crm software, microsoft office , sap, business analytics, forecasting, market analysis, recruiting, training and development, project management, customer relationship management, sales strategy, financial management, manufacturing knowledge, leadership, collaboration, problem solving, goal setting, coaching",1
2,salesperson,"company
www.ghcre.com
 role description this is a full-time sales associate role at g healthcare real estate. as a sales associate, you will be responsible for prospecting and generating new leads, conducting sales presentations and negotiations, and building and maintaining relationships with clients. this is a hybrid role, located in indianapolis, in, with the flexibility for some remote work.
 qualifications strong interpersonal and communication skillsexcellent sales and negotiation skillsproven track record in meeting and exceeding sales targetsexperience in the healthcare or real estate industry is a plusknowledge of sales techniques and strategiesability to work independently and as part of a teamproficiency in microsoft office and crm softwarebachelors degree in business administration, marketing, or related field","sales, negotiation, sales techniques, real estate industry, business administration, marketing, communication, interpersonal skills, relationship building, independence, teamwork, crm software, microsoft office, healthcare industry",1
2,pt sales associate cashier,"address usa-nc-raleigh- n rogers lane

store code store  front end 

food lion has been providing an easy, fresh and affordable shopping experience to the communities we serve since . today, our , associates serve more than  million customers a week across  southeastern and mid-atlantic states.

primary purpose

to provide fast, easy, flexible and friendly service to our customers through the achievement of food lion customer service standards. to be friendly, courteous and cooperative with other store associates. responsible for assisting the customer service manager and the assistant customer service manager in maintaining standards according to front end standard practice manual, maximizing sales through excellent customer service.

duties and responsibilities

 smile and provide prompt, accurate and friendly service while engaging customers to create a positive shopping experience greet each customer and uses his or her name whenever possible unload customers groceries from cart to belt-unload items for ease of bagging such as grouping cold items together check the bottom of every cart and under all baby seats for items before completing an order follow correct bagging procedures for the correct use of bags by type scan customers order and handles the payment transaction, per standard practice avoid personal conversations with other associates when customers are present follow procedures in handling cash, checks, coupons, gift cards, partner cards, food stamps and wic vouchers follow procedures for refunds and error correction make every attempt to maintain accurate cash control follow procedures and performs overrides identify customers needing assistance and offers to take the customers order to their car maintain alertness and calls for assistance when needed to service customers per service standards check prices quickly and accurately is courteous and helpful to other associates wear the food lion uniform with apron, complete with name badge, when on duty, ...","cash handling, customer service, computer skills, payment processing, product knowledge, communication, teamwork, problem solving, attention to detail, adaptability, courtesy, time management, point of sale systems, bagging procedures",1
2,sales consultant,"we are looking for individuals who are eager to develop and apply their skills in ways that make a positive impact to communities. here, youll be proud to be a part of a company known for putting safety and people first, combined with uncompromising integrity.

job description

as a sales consultant, you be responsible for selling product lines to residential and light commercial accounts. ideal candidate will have experience in sales in the construction industry and will be someone who is motivated and aggressive in finding new accounts and building trusted relationships.

here is a glimpse of what you will do

 identify prospective customers and consistently generate and follow up on leads. conduct daily sales calls, provide proposals, generate new business leads and manage accounts. provide product knowledge and expertise to customers, recommending materials and services based on customers needs and interests. understand the market that you serve, monitor market conditions, product innovations and competitors products, prices and sales. meet monthly sales targets. communicate company safety program to customers at the inception of sale by inspecting job sites to identify any safety concerns. manages customer experience from initial sale to project completion.

here is some of what you will need required

 + years of sales experience in building productsconstruction must be a min of  years of age and have a valid drivers license. clear post offer drug screen.

this is a safety sensitive position.

what we offer

 base + commissions. paid holiday and paid time off. medical, dental and vision. k matching. life  disability insurance. employee purchase and assistance plans.

topbuild corp. is an equal opportunity employer. eoe protected veteransdisability. topbuild corp. nyse bld is the leading installer and distributor of insulation and building material services nationwide. with over + truteam and + service partners locations across the united states, there are a va...","sales experience, lead generation, account management, product knowledge, market analysis, customer service, motivation, relationship building, communication, problem solving, teamwork, adaptability, construction industry knowledge, safety program communication, proposal generation, aggressiveness",1
2,retail sales associate,"when you join verizon

verizon is one of the worlds leading providers of technology and communications services, transforming the way we connect around the world. were a human network that reaches across the globe and works behind the scenes. we anticipate, lead, and believe that listening is where learning begins. in crisis and in celebration, we come together-lifting up our communities and striving to make an impact to move the world forward. if youre fueled by purpose, and powered by persistence, explore a career with us. here, youll discover the rigor it takes to make a difference and the fulfillment that comes with living the networklife.

what youll be doing...

as a full-time verizon retail sales associate, youll have the opportunity to grow your career with a team focused on unlocking your full potential and sales success within one of our retail stores. heres what you can expectgenerate retail sales by using your passion for cutting-edge technology, and exceptional customer service to expand the verizon network.
learn and uncover customers needs by creating connections and asking the right questions.
position product insights and solution recommendations to provide customers with a complete top-down sales solution.
close sales by using phenomenal communication skills to fulfill customer needs with simple and intuitive tech solutions. 
continuously develop yourself through ongoing training and up-skill in operational functions across merchandising and inventory.
potential to grow your customer base by placing outbound calls and sending text messages to current verizon customers who are interested in our products and services.
opportunities to engage with the community outside of the store to expand your loyal customer base, including at off-site verizon sponsored events.

join verizon today and be eligible for a , sign-on bonus subject to the terms and conditions of the award

were hiring immediately and this isnt your average entry-level position whether yo...","sales, customer service, communication, technology, merchandising, inventory management, outbound calling, teamwork, problem solving, adaptability, persistence, community engagement, learning orientation, text messaging",1
2,real estate sales agent,"nc licensed real estate sales agent

were looking for an experienced real estate sales agent with an active nc real estate license or in the process of obtaining one.

opportunity to leverage a proven system with a dedicated closing team handling deal logistics from start to finish.

save valuable time with our efficient closing processes, allowing you to focus on increasing transaction volume.

access cutting-edge tools, ai technology, and support to boost sales and achieve your goals.

demonstrated commitment can lead to benefits like revenue sharing, health coverage, and stock options.

join team ruby, supported by place and our proven model, for a rewarding career opportunity in the triangle area in a dram free family atmosphere.

all applications will be treated with strict confidentiality.

compensation

, - , at plan yearly

responsibilities

what youll do

execute a lead generation lever conduct open houses monthly convert prospects and lead gen activities to appointmentsparticipate in script practice per team standardsparticipate in team activities per team standardscommit to  coaching sessions and trainingconsult with sellers  buyers to convert to listingsdemonstrate expertise in pricing strategiesconsult with buyers, convert with signed buyer agreementsnegotiate offers on behalf of your sellers and buyersattend and promote client eventskeep your task in crm updated

qualifications

skills you have

team playerlicensed real estate professional+ years of real estate sales experiencestrong written and verbal communication skillslearning-based, growth-minded organizedwillingness to learn scripts and dialogues excellent time management skillswilling to learn new and improved methods and systemsgreat listenerable to connect with people quicklywillingness to be on timeattention to detailgeneral knowledge of the area

about company

why team ruby

we are focused on providing you with the proven path to increase real estate production, drive profitability, and liv...","crm software, negotiation, time management, team player, communication, organizational skills, willingness to learn, attention to detail, listening skills, growth mindset, client relationship management, nc real estate license, real estate sales experience, lead generation, pricing strategies, ai technology",1
2,sales account manager,"bakersfield, california

sales account manager

pay from , to , per year

strong customer relationships built on trust - thats the foundation of ulines sales culture as a sales account manager, build out your territory supported by the best training, tools and product offering to win in the field every day uline continues to grow, creating new career opportunities and job stability you can count on.

account managers can be based anywhere within your sales territory, with regular visits to your uline branch  sales office.

why sales at uline

success from the start - youll get  weeks of training followed by a -week mentorship program along with weekly learning and strategy meetings with leadership.ceo of your territory - manage accounts in all industries with opportunities to travel to new markets.design your day - spend mondays in the office alongside your peers, planning your week with work-life balance in mind. youll make face-to-face customer visits tuesday - friday.

position responsibilities

manage and grow existing accounts as well as bring in new business within your territory.provide effective business solutions at annual, on-site customer consultations, including recommendations from our catalog of over , quality products.deliver legendary customer service with the help of our sales support team.

minimum requirements

bachelors degree.previous sales experience preferred, but our thorough training will support you to win every dayvalid drivers license and great driving record.excellent communication, problem-solving and presentation skills.

benefits

complete insurance coverage that includes medical, dental, vision and more.k with  employer match.paid holidays and generous paid time off.bonus programs that include annual performance, profit sharing, sales goals, contests and top performer incentives.tuition assistance program that covers professional continuing education.monthly internet  cell phone allowance.car mileage reimbursement.as our company expa...","sales, customer service, presentation skills, bachelors degree, training, communication, relationship building, time management, teamwork, leadership, account management, problem-solving, business solutions, valid drivers license, consultation, adaptability, strategic planning, negotiation, self-motivation, work-life balance",1
2,netsuite sales account manager - mountain,"job description

about oracle netsuite

founded in , oracle netsuite was the first cloud company  ushering in the new era of cloud computing. netsuites mission is to deliver one system, the suite, that gives leaders a complete view into their business.

as the leading provider of a full, cloud-based erp suite, including financials, inventory management, hr, professional services automation, and omnichannel commerce modules, netsuite gives businesses the visibility, agility, and control needed to grow.

as an employee of the first cloud company with a -year proven track record, youd be working for a technology company that now has tens of thousands of customers from around the globe. and as part of oracle, our benefits are second to none. between health and wellness, preparing for the future and more, we offer the best in global benefits.

click here to learn more about oracle netsuite 

we are seeking sales account managers with a successful background selling software, hardware or business services in your area. youll maintain relationships within a portfolio of netsuite customers to ensure the continued adoption and expansion of netsuites cloud-based business operations system, including enterprise resource planning erp, accounting, customer relationship management crm, professional service automation psa, and ecommerce. this role requires  days per week in office in a netsuite hub.

austin, txburlington, machicago, ildenver, conew york citysanta monica, ca


more about the opportunity

upsell and cross-sell business application solutions within an existing base of netsuite clients.maintain and develop an active pipeline of forecasted opportunities to meet monthly quota objectives while working through each opportunity with your manager.drive pipeline velocity activities, including customer references, complete quotes and contract preparation and execution.network internally with netsuite peersleadership, value added teams, marketing and enablement, etc. to increa...","sales, customer relationship management, communication, problem solving, work ethic, attention to detail, customer focus, saas, erp, crm, negotiation, business development, technical sales, contract preparation, market analysis, teamwork, adaptability, emotional intelligence, responsiveness, ownership",1
2,sales lead - white house black market,"join our fashion-obsessed team, dedicated to a styling and social experience that makes women feel beautiful.

position objective

the sales lead is responsible for supporting management in in promoting a customer and product-focused sales culture, where our values and guiding principles are at the forefront of all store operations, including great customer experience and maximum profitability. we love what we do, and believe that with our teams, we are the most amazing place to work, learn, and grow

functional responsibilities

drive for results

 establishes and communicates clear expectations, holding store team and themselves accountable for achieving all brand, performance, and behavior standards. performs and oversees basic operational activities such as opening and closing duties, and merchandise flow processes. supervises associates engaged in sales, inventory receipt, reconciling cash receipts, or in performing services for customers. utilizes weekly schedules to ensure proper floor coverage within fiscal guidelines. maintains knowledge of current sales and promotions presents and displays merchandise in accordance with current promotions and standards. maintains standards in merchandise handling, presentation, loss prevention, and all other duties as directed by management. develops a high-performance culture, motivating sales team to meet assigned sales and productivity goals meets personal sales goals. trains and coaches to ensure selling team is fluent in all aspects of product knowledge on line and in store. trains, coaches and assists with locate fulfillment and selling.

build high performing teams

 motivates and inspires store team, promoting a shared vision while modeling core values. promotes an inclusive, collaborative approach to problem solving. communicates with store teams and store management to effectively lead positive change. seeks personal developmental opportunities and readily solicits feedback to build leadership skill set.

custome...","retail management, customer service, sales techniques, product knowledge, administrative skills, technology adaptation, merchandising, cash handling, inventory management, performance metrics, communication, team leadership, motivation, problem solving, organizational skills, flexibility, customer relationship management, collaboration, feedback reception, time management",1
